0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.9860188,0.96720415,0.9560261,0.95312905,0.9472195,0.94389087,0.9402309,0.93570536,0.9267804,0.92557085,0.92048365,0.9198337,0.9133328,0.91132265,0.9067141,0.90449303,0.89711106,0.8912112,0.8806145,0.876194,0.87218374,0.8647244,0.85787845,0.84543055,0.8338058,0.8309589,0.81077796,0.8087248,0.79203314,0.7756424,0.7421752,0.7173904,0.70646834,0.68060577,0.6094625,0.555944,0.33074623,0.24082334,0.14567402,0.002571304
0.9790025,0.97158366,0.966653,0.96344876,0.95390844,0.95284605,0.9483262,0.9452458,0.9393146,0.934388,0.93259025,0.9254472,0.92244244,0.9198855,0.9140847,0.90846694,0.90618855,0.8953116,0.8938343,0.8918363,0.88477737,0.86891437,0.859534,0.8565876,0.8543156,0.8370332,0.834484,0.81823236,0.79815346,0.79005945,0.78028876,0.773756,0.7628326,0.7110143,0.6735064,0.62485486,0.58131576,0.5210484,0.16044116,0.06580101
0.9891701,0.98234594,0.9727753,0.970091,0.96687394,0.95963174,0.95732445,0.95268476,0.9491772,0.9477351,0.94204146,0.93924123,0.9368061,0.9318437,0.92911106,0.92234737,0.91929823,0.9168322,0.91174203,0.9063867,0.89872456,0.8923687,0.8803317,0.87617594,0.86898607,0.8607011,0.84143734,0.83890563,0.82497966,0.81327504,0.8049193,0.79838485,0.7792032,0.74804497,0.69618124,0.670757,0.6058378,0.5640015,0.3402341,0.08339472
0.9888553,0.9781184,0.975677,0.9752069,0.9721541,0.9648196,0.9625418,0.95756835,0.9549002,0.9533702,0.95233387,0.9467213,0.9461823,0.9412987,0.9387286,0.934568,0.9286068,0.92284125,0.9221496,0.9174461,0.91218346,0.89817774,0.89725935,0.88517743,0.875209,0.8631575,0.85701215,0.8465012,0.84055805,0.819497,0.80692023,0.7966796,0.7710848,0.73033136,0.71529526,0.6968959,0.5689777,0.48807263,0.4014015,0.15400535
0.9892444,0.9814881,0.97866166,0.97565967,0.9718469,0.96879226,0.9675181,0.9650669,0.96227944,0.96000963,0.9566124,0.95409966,0.95269895,0.9474929,0.94547415,0.9416565,0.9376306,0.93640655,0.9353534,0.9305891,0.92388475,0.9181279,0.9118141,0.9076639,0.90559095,0.89404184,0.8882743,0.8758419,0.8645302,0.858056,0.84623843,0.8145323,0.8116801,0.75375265,0.69291437,0.62603223,0.6037984,0.5138185,0.3496165,0.06934845
0.9843972,0.97755724,0.974566,0.9722691,0.9698238,0.9682827,0.9622962,0.9593771,0.95692825,0.95319605,0.95047253,0.9486589,0.9445036,0.9427336,0.93956023,0.93651927,0.9331127,0.92494607,0.9210336,0.91345304,0.9072685,0.9037792,0.8983509,0.89274025,0.8868478,0.880526,0.8668163,0.8475449,0.837058,0.82816833,0.7918979,0.7721933,0.76174647,0.7226,0.6668577,0.6096007,0.5221208,0.46381205,0.4400116,0.22848105
0.9861679,0.9757666,0.9677859,0.9668842,0.9652075,0.96261364,0.959282,0.9528424,0.9505738,0.94910854,0.9418592,0.9399006,0.9390495,0.9370789,0.9322319,0.9276169,0.92727304,0.91767985,0.91478395,0.91271853,0.9034209,0.89329267,0.88777643,0.87778,0.87050474,0.8489144,0.84368217,0.8387685,0.8005739,0.7967624,0.7672919,0.73052144,0.72132754,0.6937567,0.6049781,0.58254,0.49611983,0.40385637,0.26280174,0.15045594
0.9854477,0.97738034,0.9709996,0.9694272,0.96753395,0.96391684,0.9621871,0.96152616,0.9572711,0.9528185,0.94936824,0.9452121,0.9437061,0.94238555,0.9356927,0.9329853,0.92720586,0.92397857,0.9191702,0.91558063,0.9018799,0.89683574,0.8888193,0.8844615,0.8822871,0.86457103,0.8631848,0.84303635,0.8287514,0.80221564,0.7979316,0.77673924,0.73356295,0.7066305,0.6476079,0.6080556,0.53940886,0.44871828,0.3539681,0.1540496
0.98660135,0.97685534,0.97334266,0.96625173,0.9624068,0.9602676,0.95857614,0.9539776,0.9522639,0.9482163,0.9459033,0.9425414,0.936958,0.9351101,0.93344396,0.93039465,0.9268787,0.92108476,0.9147528,0.9068693,0.8980513,0.8947223,0.8863495,0.87412274,0.8630461,0.857371,0.8425349,0.8277141,0.79977226,0.7912307,0.7647026,0.7325301,0.7238584,0.6785042,0.65106773,0.6456522,0.49351722,0.33452132,0.23222592,0.057710912
0.9817846,0.9753039,0.96969295,0.96654755,0.9615667,0.9603998,0.95576304,0.9518253,0.94944394,0.9477324,0.94549835,0.9415953,0.9384204,0.9339539,0.9332736,0.9283087,0.9217932,0.9124598,0.90547186,0.89979726,0.89145494,0.8894217,0.87877345,0.8747652,0.8689801,0.8455757,0.8431037,0.835435,0.82196635,0.8026855,0.785834,0.78320557,0.76025444,0.72242403,0.631721,0.58984333,0.52466387,0.24161896,0.15244621,0.1163213
