0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.99883467,0.9983625,0.99710584,0.9960727,0.9949241,0.99407715,0.99373055,0.9906844,0.9902464,0.97077554,0.9675349,0.9620028,0.92132354,0.8931976,0.8608491,0.8480448,0.7638665,0.5224485,0.35901716,0.061993703
0.98095196,0.9769309,0.9752614,0.9710633,0.9534298,0.942791,0.924525,0.89921415,0.8838325,0.82905906,0.7928254,0.6639067,0.63799846,0.5388565,0.47401956,0.33463755,0.32058454,0.19064097,0.05999514,0.017145772
0.96241105,0.9567979,0.9347323,0.92291945,0.8977017,0.8531534,0.8014701,0.6823552,0.6017855,0.52228594,0.44283712,0.41764838,0.35654044,0.30302367,0.27882868,0.1856826,0.102702655,0.0637274,0.057790197,0.0067589004
0.9519783,0.9314755,0.915493,0.89281917,0.8623333,0.85530823,0.8263057,0.7800522,0.6953421,0.5939306,0.5035591,0.45345816,0.37946433,0.3094879,0.28998277,0.1903014,0.16884494,0.06806608,0.042188868,0.02065622
0.92412007,0.9101691,0.89652115,0.8644994,0.8194666,0.8151416,0.79279274,0.7601826,0.6919438,0.63686204,0.5753693,0.5051407,0.48691043,0.4195416,0.29888973,0.2369887,0.14465784,0.12540737,0.08768425,0.029068323
0.9066264,0.900205,0.8816642,0.8552572,0.85186154,0.83509606,0.8121083,0.8076686,0.7887557,0.7240868,0.70792216,0.5890439,0.54766643,0.5001386,0.45662555,0.29307255,0.21440108,0.18711695,0.13767464,0.08771293
0.93266714,0.877016,0.84712094,0.83578664,0.83234584,0.8157358,0.80785036,0.7728713,0.74661803,0.69512725,0.66825694,0.6372924,0.5162965,0.4531982,0.36770234,0.3165266,0.2646711,0.1492353,0.14611004,0.039492175
0.889588,0.8601043,0.8463108,0.81696105,0.8000893,0.78703475,0.77252764,0.7363409,0.71447396,0.6850995,0.64440644,0.58899146,0.5414649,0.43593636,0.40258428,0.33903694,0.29255316,0.19298568,0.107307024,0.064886674
0.85108185,0.82876563,0.8095615,0.7934641,0.79013133,0.7771658,0.73817414,0.71870244,0.6639597,0.64751726,0.6102483,0.56067616,0.53204095,0.43966898,0.38400143,0.32892314,0.23546477,0.18286419,0.085037544,0.015552272
0.81261903,0.7832388,0.77558887,0.7699946,0.7555843,0.73737997,0.71432936,0.678709,0.6421346,0.62920576,0.5805834,0.53894496,0.5158359,0.40172875,0.33979547,0.2705117,0.21648045,0.13386992,0.08977158,0.019665994
0.8310463,0.7577036,0.75464153,0.7360896,0.7229473,0.7112727,0.69851065,0.64631295,0.6249084,0.59743243,0.59421873,0.5509843,0.4464019,0.41428596,0.3721037,0.3338934,0.22564949,0.15423173,0.1082077,0.04112628
0.7968979,0.74581003,0.7353064,0.71922493,0.7001878,0.66042835,0.6460301,0.641375,0.6215191,0.6042712,0.5720526,0.5259928,0.5174872,0.44028652,0.37841153,0.33407673,0.3038821,0.20052893,0.1256256,0.042552605
0.80346036,0.7976267,0.7935366,0.7851246,0.77919185,0.7409008,0.7271418,0.7136955,0.6961457,0.6721031,0.65619516,0.6189972,0.59363514,0.5422197,0.5268565,0.41441464,0.3949063,0.31208277,0.24622966,0.060201675
0.80761963,0.77894425,0.76737136,0.7617963,0.73617595,0.7232177,0.7167689,0.69846,0.6842934,0.6665931,0.6425539,0.6149134,0.60115916,0.5769179,0.5441335,0.44070393,0.35358983,0.24667625,0.2189285,0.030739
0.82361025,0.7862647,0.7723903,0.7700986,0.7612876,0.7424811,0.7306274,0.71540564,0.70230573,0.6835644,0.67486715,0.6300939,0.5977991,0.569038,0.5398975,0.50168204,0.3892463,0.2549436,0.14609367,0.103400245
0.81622833,0.79273486,0.76627916,0.7542186,0.7368632,0.7278752,0.69895685,0.6867784,0.67622966,0.6666468,0.65352327,0.63913924,0.5659187,0.5373076,0.48221388,0.44824928,0.4218792,0.17049433,0.113133065,0.0012255167
0.8315524,0.7989069,0.7634706,0.749489,0.736198,0.72271615,0.70434785,0.67920357,0.6630427,0.6461552,0.62494785,0.6079802,0.5673702,0.55272347,0.50069666,0.45510358,0.35162064,0.20893003,0.15811868,0.077606775
0.84191656,0.83222914,0.8036881,0.78895414,0.77831686,0.75978076,0.73516464,0.71579427,0.69938076,0.6628077,0.6368402,0.61135405,0.5914047,0.58073765,0.5424096,0.4912408,0.40229467,0.2761026,0.12689756,0.05397835
0.90777594,0.87369174,0.8504844,0.83167684,0.8035719,0.7901968,0.7826506,0.7577693,0.75433046,0.72449565,0.71529746,0.6846569,0.6453572,0.5984867,0.5802505,0.5434074,0.4306741,0.28516197,0.20084533,0.02964668
