0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.23305011,0.3011913,0.3371862,0.3601744,0.3782064,0.40056616,0.4093872,0.41960686,0.4308749,0.44162843,0.4481049,0.45553696,0.46414685,0.4704007,0.47471178,0.48613736,0.48960906,0.49313182,0.49808428,0.5009169,0.50344664,0.50977904,0.5133803,0.51621115,0.5189696,0.52055323,0.52425814,0.5289409,0.53135204,0.53324497,0.5362322,0.5384896,0.54022133,0.541786,0.5445413,0.54704636,0.54842716,0.5521425,0.5539207,0.5550313,0.5575681,0.55900574,0.5605973,0.56166697,0.56364244,0.56528497,0.56634444,0.5675066,0.56871164,0.5697945,0.5712919,0.5736217,0.576374,0.5776032,0.5792939,0.5810694,0.5826592,0.58363736,0.58742434,0.58833134,0.5894049,0.59066767,0.59252495,0.59488857,0.5958443,0.59797865,0.59914577,0.6015023,0.6024489,0.6044089,0.606188,0.60708773,0.60792863,0.6086,0.6102465,0.61124295,0.6122329,0.61406446,0.6149673,0.61565197,0.6167654,0.6179144,0.61905557,0.6205028,0.62163705,0.62229323,0.62299454,0.6239489,0.6253479,0.6275787,0.6290091,0.6295639,0.630318,0.6309358,0.6334462,0.63484526,0.63573134,0.63673663,0.63769305,0.6383794,0.63884014,0.63956845,0.6401372,0.64289236,0.6438582,0.64435685,0.644924,0.64634717,0.6471229,0.647538,0.64791876,0.64858884,0.6495931,0.6506802,0.6510742,0.6516542,0.65220535,0.65263224,0.65346265,0.65417844,0.6547272,0.65532774,0.6559348,0.6564164,0.6570641,0.65795165,0.6595976,0.6619702,0.66265285,0.6633354,0.6638625,0.66484565,0.6653472,0.6656914,0.6661079,0.6667707,0.6672328,0.6678741,0.668425,0.6689954,0.6696109,0.6701666,0.67110336,0.67204136,0.6727286,0.67335933,0.6743512,0.6749425,0.67557895,0.67652917,0.6772311,0.67821586,0.67936593,0.67983,0.6803819,0.6812035,0.6825831,0.68305224,0.683881,0.6843958,0.6851093,0.6859822,0.6865693,0.6869927,0.68796414,0.6886348,0.6893282,0.6899493,0.69069505,0.69178814,0.6935692,0.69464636,0.6949687,0.6957131,0.69633085,0.69673645,0.69712454,0.69842976,0.6991896,0.6997224,0.7002457,0.7006796,0.70146465,0.70211273,0.7024689,0.7029696,0.7034801,0.7045102,0.7049853,0.7054306,0.70674425,0.70721745,0.70809114,0.7086113,0.70947546,0.71082157,0.71112573,0.7117167,0.712926,0.7133905
0.18162642,0.2942797,0.31721,0.34357235,0.36059,0.38073048,0.39568633,0.40679657,0.4159271,0.4229295,0.42957363,0.4374571,0.44378114,0.44799256,0.45153335,0.46072724,0.4661328,0.47127602,0.47517055,0.47901314,0.48313925,0.48759463,0.49086046,0.49703994,0.5002601,0.50461024,0.50911593,0.51120543,0.51330364,0.51832706,0.52104235,0.5244601,0.5265213,0.5281003,0.53051394,0.5320059,0.5337247,0.5364982,0.5385483,0.5422975,0.54401225,0.54616076,0.5488826,0.55014485,0.5534098,0.5544673,0.5560604,0.5574267,0.55952483,0.5610769,0.5651431,0.56668025,0.56804276,0.5695712,0.571807,0.5736943,0.5786027,0.5798326,0.58248425,0.58446616,0.58551013,0.58707815,0.5879347,0.5894743,0.59063125,0.59232694,0.5935234,0.59457964,0.59519595,0.59598255,0.59739465,0.5989236,0.60154134,0.603046,0.6042211,0.6071926,0.60878605,0.6106913,0.6115833,0.6132098,0.61388934,0.6149123,0.6154549,0.61658776,0.61848867,0.6191875,0.62138903,0.62294734,0.6246703,0.6263458,0.6269428,0.6279379,0.6288851,0.6297299,0.63045436,0.6314247,0.6320137,0.6329632,0.6342446,0.6352376,0.63619184,0.63798213,0.64001626,0.64116186,0.64273804,0.6438631,0.64439267,0.6450397,0.64581794,0.64724624,0.64796597,0.64859873,0.64999634,0.65058285,0.6516326,0.6530463,0.65415543,0.65529025,0.65570104,0.6562242,0.6582982,0.65876937,0.6598522,0.66129684,0.66188866,0.6646109,0.66523343,0.6656503,0.6661632,0.66684914,0.66737986,0.66877484,0.6696474,0.6710994,0.6716688,0.6721809,0.6740423,0.6750427,0.6762418,0.677195,0.6778843,0.6784149,0.67885065,0.6800124,0.6808231,0.6813517,0.6823805,0.6829727,0.68378824,0.684731,0.68540734,0.6861718,0.6866729,0.6871272,0.6876702,0.68901116,0.6893511,0.6901649,0.69075966,0.69140875,0.6920615,0.6927586,0.69305235,0.6940363,0.6942972,0.69457006,0.69505566,0.695822,0.6965853,0.6968896,0.6973803,0.6977895,0.6982497,0.6986827,0.6993512,0.699744,0.70010686,0.70060915,0.7010376,0.7014152,0.70164657,0.702092,0.70311934,0.7039233,0.7044731,0.7052821,0.7061654,0.7069506,0.7074705,0.70818657,0.7086206,0.7090436,0.71012187,0.7106313,0.71137875,0.7118673,0.7124472,0.7142857,0.7155866,0.716449
0.25225702,0.38114023,0.40593588,0.42896,0.46220714,0.47889647,0.4945675,0.5063163,0.5142954,0.5238088,0.5287126,0.5367297,0.54238784,0.5470502,0.5527212,0.5601039,0.56617683,0.5695996,0.5722286,0.57519925,0.57811487,0.5819542,0.58462214,0.588193,0.59211546,0.59512985,0.59751487,0.59901243,0.600896,0.60257953,0.6047906,0.60744035,0.60895103,0.611513,0.61379945,0.6161149,0.6191344,0.6207343,0.622593,0.6246119,0.6255151,0.6281763,0.629811,0.63176596,0.6347837,0.6361208,0.6375801,0.6399222,0.6415147,0.6437443,0.64501315,0.6464254,0.6480054,0.6499681,0.65120363,0.65332675,0.65502036,0.6568674,0.6584541,0.6597796,0.6610967,0.662619,0.66402996,0.66574395,0.66821474,0.66945297,0.67117363,0.6721727,0.6731415,0.67495495,0.67561626,0.6767973,0.67843086,0.6790704,0.68025917,0.6814538,0.68261623,0.6835169,0.6844012,0.6858915,0.68708754,0.689257,0.68988776,0.69203824,0.6931875,0.6936657,0.69448775,0.6950216,0.6963194,0.6975836,0.6984156,0.6997538,0.70024943,0.7014419,0.70225096,0.7028844,0.7035345,0.70454615,0.7052826,0.70589876,0.7067817,0.7079042,0.70838654,0.7091857,0.7103492,0.7109591,0.7120698,0.71307003,0.71378326,0.71435887,0.71591955,0.7165057,0.71748066,0.7180467,0.71875477,0.7192636,0.71987575,0.72044086,0.72097266,0.7217272,0.72330403,0.72431713,0.7252228,0.72571784,0.7262383,0.7269906,0.7278473,0.7287248,0.7294722,0.73080397,0.73157936,0.7319209,0.73268574,0.7332125,0.73422307,0.7350363,0.73571104,0.7367267,0.7374553,0.73799634,0.73896116,0.73951674,0.74073213,0.741919,0.7429732,0.7434679,0.7438165,0.7447086,0.74518293,0.74575734,0.7466537,0.7469813,0.74776787,0.7481678,0.7490451,0.74934226,0.74994373,0.75033915,0.75066745,0.7512544,0.75163054,0.75214297,0.7527259,0.7531576,0.7540545,0.75476384,0.7553859,0.755854,0.75627947,0.75664324,0.75744706,0.75784147,0.7586428,0.7593068,0.75981,0.7602928,0.7607853,0.76120365,0.7614508,0.7617885,0.7625847,0.7629005,0.76335937,0.7637447,0.7641791,0.7645074,0.7650886,0.7661007,0.7666104,0.7671458,0.7676922,0.76806426,0.76863354,0.76894176,0.769485,0.7699275,0.770355,0.77078116,0.7710396,0.7715148
0.2711339,0.38247156,0.42299208,0.4363669,0.45436117,0.46920672,0.4819479,0.48831668,0.49734265,0.50749105,0.51546365,0.5274323,0.53588,0.5432304,0.55993086,0.56500447,0.56998086,0.5828464,0.58802557,0.5923578,0.5981984,0.6029711,0.60893285,0.61273396,0.6158145,0.61879814,0.6246549,0.62860143,0.6327476,0.6349993,0.63788855,0.6410464,0.64575076,0.6479925,0.6503043,0.6527493,0.6550842,0.65735996,0.6594227,0.66065896,0.66192055,0.663319,0.6647373,0.6665413,0.66854423,0.6708218,0.67192745,0.6737148,0.6754677,0.6768035,0.67829597,0.68060833,0.6823981,0.68475664,0.68623036,0.6882728,0.68965065,0.69074,0.6918956,0.6929775,0.6946115,0.697143,0.69846195,0.69961816,0.70112586,0.70312876,0.70422226,0.7053782,0.7075111,0.70890963,0.7100386,0.71143514,0.71342725,0.71461743,0.71684295,0.7185391,0.719588,0.72066283,0.72197384,0.72317106,0.7244661,0.7253916,0.726602,0.72722554,0.72825664,0.72897965,0.73073196,0.731491,0.7320936,0.73281,0.73421043,0.7356577,0.7370693,0.7381523,0.73884916,0.7400888,0.7413511,0.7423062,0.7429009,0.74427646,0.7452755,0.7459942,0.7472103,0.7483006,0.74943113,0.75007516,0.7521626,0.75278085,0.7533875,0.75423425,0.7546706,0.75533676,0.7567513,0.7574956,0.7580335,0.75859994,0.7594142,0.76044834,0.76113373,0.76237303,0.76283425,0.7643795,0.7659085,0.76670575,0.7673468,0.7679857,0.76928437,0.76988214,0.7702011,0.7708667,0.7718206,0.77231824,0.77292895,0.77346647,0.7739727,0.77493876,0.77534616,0.7760956,0.7766365,0.7771536,0.77759695,0.7789134,0.7800079,0.7804106,0.7809251,0.7812631,0.78224856,0.78275657,0.7832299,0.783726,0.7840493,0.7844256,0.7851362,0.7859036,0.7869686,0.7874815,0.78801394,0.78873247,0.78974503,0.79043984,0.79086137,0.791233,0.79155135,0.7919964,0.79238933,0.7928122,0.79322755,0.7942028,0.79467916,0.7951758,0.7956241,0.7964167,0.79717314,0.79761994,0.7982399,0.79881316,0.79911315,0.7997,0.8000622,0.8004425,0.80093557,0.80150443,0.8021135,0.80286294,0.80313736,0.8036611,0.80465007,0.80505663,0.80579984,0.80625236,0.8066766,0.8074739,0.80788034,0.80833477,0.8088554,0.8091638,0.8094663,0.80976367,0.80998147,0.81029344
0.25978184,0.3483445,0.39411926,0.41773432,0.43452135,0.4466739,0.45913383,0.46722785,0.47773367,0.48743835,0.49490392,0.5064717,0.5160795,0.52333724,0.53837794,0.54681873,0.5515491,0.5557423,0.5621847,0.5647815,0.5749648,0.5798377,0.5867512,0.5910296,0.59620357,0.60022897,0.6055493,0.6075215,0.61072177,0.61274457,0.6153805,0.61807907,0.61996853,0.62215793,0.62524503,0.62867767,0.6303233,0.63278496,0.63516724,0.6372728,0.6385021,0.640471,0.64170474,0.6433907,0.644576,0.64624304,0.64780724,0.6489286,0.6509887,0.65317243,0.6553936,0.6571215,0.65868115,0.6598361,0.66064954,0.6628763,0.66481334,0.66697246,0.6679588,0.66894937,0.6710693,0.67289287,0.6744666,0.67556953,0.67737585,0.6792303,0.6802893,0.6818268,0.6825051,0.683388,0.6842078,0.68519104,0.6866106,0.68763584,0.6885606,0.68967336,0.69121623,0.69194186,0.69292974,0.6946268,0.69586444,0.698077,0.6988381,0.7005776,0.7023535,0.7033101,0.70571965,0.7066248,0.70749986,0.70831794,0.7094046,0.71035,0.7114257,0.7130834,0.7139341,0.7157667,0.7162182,0.7176207,0.7181096,0.71897334,0.71959865,0.72014123,0.72148657,0.723267,0.72375345,0.7243421,0.7247525,0.72556716,0.72605973,0.72671807,0.7271747,0.72828394,0.7290401,0.72960925,0.73045516,0.7313711,0.73218215,0.73283577,0.7338702,0.73475456,0.73519135,0.73584896,0.7367053,0.73756796,0.73891747,0.73936874,0.74009085,0.7412943,0.74214673,0.7428072,0.74355733,0.7440042,0.74434125,0.74530274,0.7457923,0.74615264,0.74663854,0.74733746,0.74782443,0.7484212,0.74879605,0.74942046,0.7496954,0.74994636,0.75027263,0.751058,0.75176483,0.75219864,0.7537049,0.754644,0.75517964,0.75601083,0.75667864,0.7574369,0.7579695,0.7586414,0.75906533,0.7596988,0.7602674,0.76101625,0.7616223,0.7623025,0.76317334,0.76446605,0.76472753,0.76513445,0.7656502,0.76623666,0.76656616,0.767092,0.767548,0.7678292,0.76832926,0.76868826,0.7689918,0.7695915,0.77048266,0.7709786,0.7715478,0.7718868,0.7728684,0.7734565,0.774153,0.7751089,0.775815,0.7762803,0.7765914,0.77701175,0.7773095,0.7776076,0.7780366,0.77868193,0.7790411,0.77939355,0.7800006,0.78027064,0.7805407,0.78100467,0.7820315,0.7823773
0.27954656,0.37199748,0.40933952,0.43559554,0.4521312,0.46260473,0.47722346,0.49251902,0.5011933,0.5126774,0.51814777,0.52973604,0.5387012,0.54581815,0.55426645,0.5624625,0.5688151,0.5742038,0.58192706,0.58728415,0.5914313,0.5973239,0.6022384,0.60946625,0.6154403,0.6204934,0.6235403,0.6268211,0.6313238,0.6338895,0.6360536,0.6383577,0.64265114,0.6457769,0.6476874,0.65156436,0.6538154,0.65585583,0.6587886,0.66010725,0.6626171,0.66622937,0.66818535,0.6702018,0.6716329,0.6736509,0.6749527,0.67758685,0.6789017,0.6804305,0.68235713,0.6833914,0.68529165,0.6870606,0.6879541,0.6898274,0.69116396,0.69281936,0.69398206,0.69507694,0.69697016,0.69882166,0.69979405,0.70076615,0.70320594,0.7043331,0.7054386,0.7080268,0.7097856,0.71067536,0.7126261,0.713688,0.7153455,0.7162323,0.7180119,0.7193936,0.72138107,0.7221787,0.72307277,0.7240058,0.7261044,0.7274705,0.7287938,0.7297912,0.7308507,0.7313023,0.7320211,0.73292774,0.73357683,0.73454833,0.7354184,0.736491,0.7375253,0.73838884,0.73931336,0.7403294,0.74127936,0.74217266,0.7427175,0.74347943,0.74398625,0.74469626,0.7454003,0.7467146,0.747484,0.7479891,0.74939215,0.75017565,0.7510878,0.7516594,0.7524092,0.75304514,0.75397897,0.75453293,0.75496316,0.7566876,0.7572884,0.7578006,0.758913,0.75980544,0.7605596,0.7619139,0.7627469,0.76378375,0.76447976,0.765114,0.7656572,0.76611966,0.7668824,0.7676449,0.768231,0.76901764,0.7701411,0.7706898,0.77146137,0.7727486,0.7735138,0.77389055,0.7742706,0.77490455,0.7754547,0.7761775,0.77677137,0.7772202,0.7777563,0.77831256,0.77901024,0.77964956,0.78032964,0.7808515,0.7815137,0.7820526,0.7827137,0.7836224,0.78421265,0.78480315,0.7851649,0.78579724,0.7868968,0.7875929,0.7880584,0.7883593,0.78875595,0.78922164,0.78963304,0.7902321,0.7905526,0.7909622,0.79164934,0.79218364,0.7927332,0.7930592,0.7935286,0.7938489,0.7941572,0.79446536,0.79473335,0.7953289,0.7958566,0.7963606,0.7967759,0.7980561,0.7987812,0.79905415,0.79946345,0.7999275,0.80024606,0.80089766,0.8013072,0.80165917,0.80200183,0.8021946,0.8029089,0.80324507,0.80368906,0.80404264,0.8043678,0.8046468,0.8049115,0.80536276
0.2790737,0.3880141,0.42081663,0.44811288,0.46129656,0.48431748,0.4979039,0.51594794,0.53162825,0.5421295,0.54906994,0.5556534,0.5629733,0.5708262,0.57954675,0.58422005,0.5912694,0.59529006,0.6030832,0.6092675,0.61325526,0.6172544,0.62371147,0.62905693,0.6362154,0.641163,0.6463026,0.6520114,0.65506405,0.6572671,0.6605559,0.6638467,0.666942,0.6684486,0.6721284,0.67417306,0.67633,0.67896575,0.6815628,0.6832249,0.6844612,0.6884889,0.6898417,0.6920692,0.6946016,0.6969905,0.6986535,0.70070225,0.7019756,0.70336264,0.7047469,0.7062804,0.70847803,0.7098712,0.7126417,0.7140295,0.71545404,0.71647257,0.7175766,0.71895885,0.7199571,0.7213842,0.7229367,0.72476584,0.7261958,0.7272095,0.72872525,0.73013675,0.73189,0.7336706,0.7346494,0.73560256,0.7372318,0.7382684,0.73959756,0.74125206,0.7422232,0.74341637,0.7446608,0.7459569,0.7468757,0.7474242,0.74883914,0.7495031,0.75020283,0.75089943,0.75203323,0.75296134,0.75366765,0.7550111,0.7564777,0.7569836,0.7588567,0.7609451,0.76165414,0.7622239,0.76275533,0.7636958,0.76529664,0.76574814,0.7667606,0.7675746,0.76819164,0.76856416,0.7689958,0.7695056,0.7699799,0.7709331,0.77154964,0.77218837,0.7728333,0.7734159,0.7742417,0.775513,0.776246,0.7771312,0.7779741,0.7784834,0.78015625,0.7808875,0.78127605,0.7817234,0.78248906,0.7834391,0.78396374,0.78488994,0.7854026,0.78603166,0.78666204,0.7871567,0.78771955,0.7886289,0.7890265,0.7897224,0.79013175,0.79089844,0.79159653,0.7921606,0.7927914,0.7933762,0.7944509,0.79502136,0.79662067,0.7970806,0.798259,0.79860175,0.79895204,0.79930526,0.7997435,0.8000867,0.8005269,0.80105954,0.8015869,0.8022004,0.802618,0.80368936,0.8040121,0.80498743,0.8060016,0.80642015,0.8073458,0.8076899,0.80807227,0.8085526,0.8089751,0.809507,0.8097924,0.81030977,0.8110622,0.81172967,0.812251,0.8130448,0.81383884,0.814404,0.81499416,0.8154118,0.81572014,0.8166341,0.81743646,0.81805915,0.81839955,0.8189634,0.8195314,0.82006735,0.82050014,0.8210504,0.82148284,0.8218058,0.8222576,0.8226645,0.82330453,0.8236782,0.8241851,0.82455426,0.8250107,0.825304,0.8258927,0.82618916,0.8269551,0.827588
0.2739193,0.3985079,0.4270149,0.45218894,0.4662692,0.4841974,0.49858052,0.52056414,0.5368819,0.5449673,0.5531279,0.56106424,0.5670492,0.5742165,0.5821106,0.5862044,0.59373057,0.6035785,0.606534,0.61369544,0.62205285,0.6253294,0.62865806,0.6317175,0.63565534,0.6382041,0.6412787,0.6455243,0.6499317,0.6518461,0.6540138,0.65737754,0.6596818,0.6627124,0.66523284,0.666922,0.6704086,0.6723811,0.67375296,0.6761266,0.6775251,0.6798808,0.68206656,0.6831952,0.6853498,0.6876925,0.688699,0.69026977,0.6923974,0.69446564,0.695687,0.6981156,0.6994481,0.7006642,0.70209855,0.7035808,0.7049066,0.70578563,0.7067484,0.7081389,0.7094779,0.7104676,0.71131057,0.7125115,0.714274,0.7151804,0.7161174,0.7182152,0.71967256,0.72243816,0.72427326,0.72505254,0.7268664,0.7285936,0.73011005,0.73168683,0.73301977,0.73391604,0.7349061,0.73619473,0.7372451,0.7380192,0.7388281,0.74054164,0.74159396,0.74248886,0.74341714,0.74482274,0.74598074,0.7469177,0.7478807,0.7489817,0.7498453,0.75061816,0.75123936,0.752285,0.75295293,0.75380856,0.7547734,0.7556585,0.7566551,0.757392,0.75810367,0.75950885,0.7600492,0.76072955,0.7614413,0.7634726,0.7643944,0.765132,0.76584697,0.7666334,0.76737416,0.767986,0.7687888,0.76967555,0.77028537,0.7707135,0.7716002,0.77213633,0.7731361,0.7735405,0.7743614,0.77524006,0.7758808,0.77638966,0.7769194,0.77843523,0.7797651,0.7805431,0.7810643,0.7822069,0.78286666,0.7832238,0.7837071,0.7842257,0.78508955,0.7856702,0.78639877,0.7870231,0.7880442,0.78863573,0.78921527,0.78967845,0.79029864,0.7907826,0.7911971,0.7916541,0.7924012,0.7928903,0.79344773,0.7939956,0.7944145,0.7947957,0.7957798,0.7963463,0.79680425,0.79733384,0.7977311,0.79809433,0.7992887,0.79959553,0.7999422,0.8003905,0.8008754,0.80150235,0.8025878,0.80304056,0.80343515,0.8038238,0.8044475,0.804811,0.80546355,0.80607885,0.8068599,0.8072096,0.80761683,0.80807453,0.8085899,0.80895394,0.8095278,0.80992156,0.8102749,0.8107089,0.8110874,0.8114593,0.811795,0.812379,0.8129963,0.81337553,0.81379455,0.8141136,0.81461823,0.8149499,0.81535894,0.8162146,0.8165731,0.81705153,0.81730956,0.8176627
0.23815432,0.3582251,0.38527963,0.4071733,0.4212091,0.441827,0.44836137,0.4634925,0.4735715,0.4813406,0.4913764,0.49677002,0.50161654,0.5105477,0.5171887,0.52304727,0.52859926,0.5350126,0.5449549,0.5499049,0.5543317,0.56326187,0.5672019,0.5704611,0.57374257,0.5769309,0.5800118,0.58268404,0.5850214,0.5876204,0.5908463,0.593182,0.59496564,0.5975785,0.60152805,0.604375,0.6063663,0.60852176,0.61117244,0.6130154,0.6150645,0.61709857,0.6197352,0.6217058,0.62440586,0.6256128,0.62787265,0.6300567,0.6314377,0.632649,0.6338438,0.63502693,0.63653475,0.6392429,0.64054865,0.64275783,0.6444758,0.64619255,0.64778453,0.64907444,0.6502037,0.65130496,0.65243995,0.65481687,0.65618557,0.6577995,0.6588096,0.65986294,0.66110426,0.6629076,0.66433334,0.66632944,0.66758275,0.6683572,0.6704591,0.67161196,0.67288065,0.6737451,0.67576474,0.6764192,0.67801213,0.68119544,0.6825235,0.68330944,0.6839833,0.6849844,0.68605584,0.6876439,0.6884698,0.68914497,0.68970525,0.69102156,0.69189364,0.6933943,0.6943704,0.6955478,0.6962664,0.6973905,0.6982374,0.6990784,0.69964516,0.7004219,0.7016518,0.7023387,0.7032442,0.7038612,0.70453584,0.7052293,0.7092947,0.70997995,0.7107193,0.7115103,0.712242,0.71330947,0.71415585,0.7151141,0.71575147,0.7165616,0.7176754,0.71829927,0.7196824,0.72031957,0.7212223,0.7216801,0.7228115,0.7236785,0.72428215,0.725517,0.7260021,0.7264555,0.726955,0.72743976,0.7278335,0.7284324,0.72887594,0.7292828,0.7299173,0.7305212,0.7311355,0.7324172,0.73330116,0.73392695,0.73435724,0.7348077,0.7355242,0.73619306,0.7366008,0.73804057,0.7390741,0.7394409,0.7403001,0.7411476,0.7415897,0.7422369,0.7431699,0.7435979,0.74457985,0.7452108,0.7456078,0.74594337,0.74673235,0.7475213,0.7480359,0.7487889,0.74937046,0.7499237,0.75053096,0.75110906,0.7513991,0.7519014,0.7526269,0.75363094,0.7548613,0.75540876,0.7558882,0.7562049,0.7564929,0.75717247,0.7577479,0.7581286,0.7586352,0.75941974,0.7603377,0.7608964,0.7613848,0.7619783,0.7623012,0.7626718,0.76321787,0.7636442,0.76421726,0.764993,0.7655815,0.76592886,0.7663985,0.7671482,0.7676586,0.76895106,0.76935464,0.7699794
